full_address,town,lat,lon
"428, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3692045,103.8439488
"473, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"573, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",ANG MO KIO,1.37054805,103.8548387
"585, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3692045,103.8439488
"456, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"544, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"640, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3666548,103.8444184
"638, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3666548,103.8444184
"646, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3666548,103.8444184
"150, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3767777,103.8420114
"179, ANG MO KIO AVENUE 5, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3766461,103.8477974
"336, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3653049,103.8389773
"335, ANG MO KIO AVENUE 1, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3632319,103.850717
"101, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3692045,103.8439488
"401, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"439, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"430, ANG MO KIO AVENUE 3, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3692045,103.8439488
"460, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"459, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.36699175,103.8594005
"716, ANG MO KIO AVENUE 6, ANG MO KIO, SINGAPORE",ANG MO KIO,1.37146415,103.8458867
"545, ANG MO KIO AVENUE 10, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3702743,103.8568739
"620, ANG MO KIO AVENUE 9, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3826084,103.8392891
"622, ANG MO KIO AVENUE 9, ANG MO KIO, SINGAPORE",ANG MO KIO,1.3826084,103.8392891
"620, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"534, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.3331074,103.9246161
"18, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3205587,103.9347959
"22, BEDOK SOUTH AVENUE 1, BEDOK, SINGAPORE",BEDOK,1.3227134,103.9320239
"28, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",BEDOK,1.3239995,103.9313169
"29, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",BEDOK,1.3261645,103.9438705
"30, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",BEDOK,1.3239995,103.9313169
"105, BEDOK NORTH AVENUE 4, BEDOK, SINGAPORE",BEDOK,1.33374945,103.9365734
"104, BEDOK NORTH AVENUE 4, BEDOK, SINGAPORE",BEDOK,1.33331,103.936617
"107, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.33234295,103.9363324
"110, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.33248945,103.9349354
"69, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3211319,103.9439654
"33, BEDOK SOUTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3247059,103.9371907
"75, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.32793245,103.9420809
"76, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3283262,103.9419877
"501, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.331653,103.9312212
"502, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.33124845,103.9313055
"503, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.33150235,103.9325144
"504, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.3318781,103.9324661
"46, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3209989,103.9440978
"117, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.33065625,103.9386868
"116, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3309951,103.9382892
"115, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3314126,103.9369743
"125, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.32882175,103.9391362
"124, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3292046,103.9390443
"128, BEDOK NORTH STREET 2, BEDOK, SINGAPORE",BEDOK,1.3277741,103.9389199
"129, BEDOK NORTH STREET 2, BEDOK, SINGAPORE",BEDOK,1.3275827,103.9379496
"138, BEDOK NORTH STREET 2, BEDOK, SINGAPORE",BEDOK,1.32942235,103.9360595
"87, BEDOK NORTH STREET 4, BEDOK, SINGAPORE",BEDOK,1.3317878,103.9398951
"100, BEDOK NORTH AVENUE 4, BEDOK, SINGAPORE",BEDOK,1.3342829,103.9387939
"412, BEDOK NORTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3290116,103.9311984
"402, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3305749,103.9337059
"401, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3249149,103.9356161
"425, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3293962,103.9291307
"416, BEDOK NORTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3278962,103.9308506
"418, BEDOK NORTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.32853105,103.9300632
"424, BEDOK NORTH AVENUE 1, BEDOK, SINGAPORE",BEDOK,1.32842615,103.9275199
"419, BEDOK NORTH STREET 1, BEDOK, SINGAPORE",BEDOK,1.3278143,103.9349928
"136, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.32817245,103.9352369
"529, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.33432405,103.92646
"510, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.3326648,103.9305151
"525, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.3347551,103.928971
"202, BEDOK NORTH STREET 1, BEDOK, SINGAPORE",BEDOK,1.3278143,103.9349928
"218, BEDOK NORTH STREET 1, BEDOK, SINGAPORE",BEDOK,1.3273451,103.9337867
"213, BEDOK NORTH STREET 1, BEDOK, SINGAPORE",BEDOK,1.326304,103.9326528
"532, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.3340176,103.9251822
"533, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.33363755,103.9241771
"536, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.3333001,103.9229643
"537, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.3323351,103.9243229
"44, CHAI CHEE STREET, BEDOK, SINGAPORE",BEDOK,1.3290103,103.9257119
"540, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.3311196,103.9220436
"702, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3372556,103.9189775
"615, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"712, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3359213,103.9225911
"50, CHAI CHEE STREET, BEDOK, SINGAPORE",BEDOK,1.3268567,103.9256433
"54, CHAI CHEE STREET, BEDOK, SINGAPORE",BEDOK,1.327031,103.9255471
"606, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"616, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"59, CHAI CHEE ROAD, BEDOK, SINGAPORE",BEDOK,1.3268624,103.9243268
"58, CHAI CHEE DRIVE, BEDOK, SINGAPORE",BEDOK,1.32209,103.919664
"55, CHAI CHEE DRIVE, BEDOK, SINGAPORE",BEDOK,1.3269202,103.918891
"2, BEDOK SOUTH AVENUE 1, BEDOK, SINGAPORE",BEDOK,1.3227134,103.9320239
"20, CHAI CHEE ROAD, BEDOK, SINGAPORE",BEDOK,1.3268624,103.9243268
"21, CHAI CHEE ROAD, BEDOK, SINGAPORE",BEDOK,1.3268624,103.9243268
"15, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3174361,103.9484497
"34, BEDOK SOUTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3220556,103.9383904
"36, BEDOK SOUTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.32161715,103.9384506
"35, BEDOK SOUTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3247059,103.9371907
"41, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3210802,103.940852
"42, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3174361,103.9484497
"53, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",BEDOK,1.3252482,103.939555
"51, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",BEDOK,1.3239995,103.9313169
"71, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3174361,103.9484497
"82, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.32955205,103.9403312
"78, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.32729615,103.9407561
"79, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.32771715,103.9406875
"80, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.32851375,103.9405284
"134, BEDOK NORTH STREET 2, BEDOK, SINGAPORE",BEDOK,1.3283146,103.9366168
"126, BEDOK NORTH STREET 2, BEDOK, SINGAPORE",BEDOK,1.3282132,103.9388378
"130, BEDOK NORTH STREET 2, BEDOK, SINGAPORE",BEDOK,1.32720195,103.9368617
"132, BEDOK NORTH STREET 2, BEDOK, SINGAPORE",BEDOK,1.3277593,103.9367573
"131, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3269708,103.9358941
"133, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.32755925,103.9357843
"121, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3295877,103.9388948
"89, BEDOK NORTH STREET 4, BEDOK, SINGAPORE",BEDOK,1.3317878,103.9398951
"62, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",BEDOK,1.3239995,103.9313169
"422, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.32870165,103.9289333
"427, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3291226,103.9277016
"507, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3249149,103.9356161
"508, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3249149,103.9356161
"517, BEDOK NORTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3305703,103.9305165
"95, BEDOK NORTH AVENUE 4, BEDOK, SINGAPORE",BEDOK,1.3338651,103.9420861
"93, BEDOK NORTH AVENUE 4, BEDOK, SINGAPORE",BEDOK,1.33287275,103.9413493
"43, CHAI CHEE STREET, BEDOK, SINGAPORE",BEDOK,1.32831865,103.925302
"404, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3293897,103.93395
"403, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3298129,103.9338909
"543, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.33028125,103.9231362
"547, BEDOK NORTH STREET 3, BEDOK, SINGAPORE",BEDOK,1.33008725,103.9251369
"708, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3451284,103.9186359
"707, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3418874,103.9185519
"622, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"713, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.336673,103.9224617
"609, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"61, CHAI CHEE ROAD, BEDOK, SINGAPORE",BEDOK,1.3268624,103.9243268
"56, CHAI CHEE DRIVE, BEDOK, SINGAPORE",BEDOK,1.32209,103.919664
"718, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.33695015,103.9253404
"8, BEDOK SOUTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3247059,103.9371907
"724, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3371445,103.9284809
"165, BEDOK SOUTH ROAD, BEDOK, SINGAPORE",BEDOK,1.3202796,103.9461417
"166, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3209989,103.9440978
"54, NEW UPPER CHANGI ROAD, BEDOK, SINGAPORE",BEDOK,1.3239995,103.9313169
"72, BEDOK SOUTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.316436,103.9452929
"31, BEDOK SOUTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3230045,103.9382018
"111, BEDOK NORTH ROAD, BEDOK, SINGAPORE",BEDOK,1.33143635,103.935511
"120, BEDOK NORTH STREET 2, BEDOK, SINGAPORE",BEDOK,1.3299993,103.9376101
"118, BEDOK NORTH STREET 2, BEDOK, SINGAPORE",BEDOK,1.33041725,103.9375322
"505, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3249149,103.9356161
"96, BEDOK NORTH AVENUE 4, BEDOK, SINGAPORE",BEDOK,1.33325315,103.9404047
"417, BEDOK NORTH AVENUE 2, BEDOK, SINGAPORE",BEDOK,1.3305703,103.9305165
"137, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.32884175,103.9355237
"139, BEDOK NORTH AVENUE 3, BEDOK, SINGAPORE",BEDOK,1.3249149,103.9356161
"710, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3356107,103.9238239
"613, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"602, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"603, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"605, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"1, CHAI CHEE ROAD, BEDOK, SINGAPORE",BEDOK,1.3280055,103.9222381
"722, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3366812,103.9283986
"112, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3385775,103.9345376
"716, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.3378178,103.924853
"725, BEDOK RESERVOIR ROAD, BEDOK, SINGAPORE",BEDOK,1.33757675,103.9288549
"22, SIN MING ROAD, BISHAN, SINGAPORE",BISHAN,1.35741025,103.8394694
"24, SIN MING ROAD, BISHAN, SINGAPORE",BISHAN,1.354796,103.8366675
"309, SHUNFU ROAD, BISHAN, SINGAPORE",BISHAN,1.3509401,103.837773
"304, SHUNFU ROAD, BISHAN, SINGAPORE",BISHAN,1.35014635,103.8380769
"308, SHUNFU ROAD, BISHAN, SINGAPORE",BISHAN,1.35048425,103.838149
"310, SHUNFU ROAD, BISHAN, SINGAPORE",BISHAN,1.3508431,103.8386864
"4, HILLVIEW AVENUE, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3566154,103.7621613
"6, HILLVIEW AVENUE, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3534844,103.7599321
"2, HILLVIEW AVENUE, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3518328,103.7600501
"146, BUKIT BATOK WEST AVENUE 6, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3496792,103.7441185
"138, BUKIT BATOK WEST AVENUE 6, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3504345,103.7445153
"134, BUKIT BATOK WEST AVENUE 6, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.3515799,103.7445235
"143, BUKIT BATOK STREET 11, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.35036645,103.7439614
"145, BUKIT BATOK STREET 11, BUKIT BATOK, SINGAPORE",BUKIT BATOK,1.34995405,103.7437866
